0.010, 0.0000, 99.9581
0.020, 0.0000, -99.9859
0.030, 0.0000, 99.9579
0.040, 0.0000, -99.9859
0.050, 0.0000, 99.9577
0.060, 0.0000, -99.9856
0.070, 0.0000, 99.9574
0.080, 0.0000, -99.9855
0.090, 0.0000, 99.9573
0.100, 0.0000, -99.9855
0.110, 0.0000, 99.9571
0.120, 0.0000, -99.9853
0.130, 0.0000, 99.9570
0.140, 0.0000, -99.9850
0.150, 0.0000, 99.9568
0.160, 0.0000, -99.9851
0.170, 0.0000, 99.9567
0.180, 0.0000, -99.9849
0.190, 0.0000, 99.9565
0.200, 0.0000, -99.9848
0.210, 0.0000, 99.9564
0.220, 0.0000, -99.9847
0.230, 0.0000, 99.9562
0.240, 0.0000, -99.9847
0.250, 0.0000, 99.9560
0.260, 0.0000, -99.9846
0.270, 0.0000, 99.9558
0.280, 0.0000, -99.9845
0.290, 0.0000, 99.9555
0.300, 0.0000, -99.9843
0.310, 0.0000, 99.9553
0.320, 0.0000, -99.9841
0.330, 0.0000, 99.9551
0.340, 0.0000, -99.9840
0.350, 0.0000, 99.9550
0.360, 0.0000, -99.9839
0.370, 0.0000, 99.9549
0.380, 0.0000, -99.9837
0.390, 0.0000, 99.9547
0.400, 0.0000, -99.9834
0.410, 0.0000, 99.9545
0.420, 0.0000, -99.9832
0.430, 0.0000, 99.9542
0.440, 0.0000, -99.9829
0.450, 0.0000, 99.9538
0.460, 0.0000, -99.9828
0.470, 0.0000, 99.9536
0.480, 0.0000, -99.9827
0.490, 0.0000, 99.9533
0.500, 0.0000, -99.9826
0.510, 0.0000, 99.9531
0.520, 0.0000, -99.9825
0.530, 0.0000, 99.9529
0.540, 0.0000, -99.9826
0.550, 0.0000, 99.9527
0.560, 0.0000, -99.9825
0.570, 0.0000, 99.9525
0.580, 0.0000, -99.9824
0.590, 0.0000, 99.9523
0.600, 0.0000, -99.9823
0.610, 0.0000, 99.9521
0.620, 0.0000, -99.9824
0.630, 0.0000, 99.9519
0.640, 0.0000, -99.9822
0.650, 0.0000, 99.9516
0.660, 0.0000, -99.9823
0.670, 0.0000, 99.9515
0.680, 0.0000, -99.9823
0.690, 0.0000, 99.9514
0.700, 0.0000, -99.9821
0.710, 0.0000, 99.9512
0.720, 0.0000, -99.9820
0.730, 0.0000, 99.9509
0.740, 0.0000, -99.9819
0.750, 0.0000, 99.9506
0.760, 0.0000, -99.9818
0.770, 0.0000, 99.9503
0.780, 0.0000, -99.9818
0.790, 0.0000, 99.9501
0.800, 0.0000, -99.9816
0.810, 0.0000, 99.9499
0.820, 0.0000, -99.9815
0.830, 0.0000, 99.9497
0.840, 0.0000, -99.9814
0.850, 0.0000, 99.9495
0.860, 0.0000, -99.9813
0.870, 0.0000, 99.9493
0.880, 0.0000, -99.9813
0.890, 0.0000, 99.9491
0.900, 0.0000, -99.9813
0.910, 0.0000, 99.9488
0.920, 0.0000, -99.9812
0.930, 0.0000, 99.9487
0.940, 0.0000, -99.9812
0.950, 0.0000, 99.9485
0.960, 0.0000, -99.9812
0.970, 0.0000, 99.9484
0.980, 0.0000, -99.9811
0.990, 0.0000, 99.9483
1.000, 0.0000, -99.9810
1.010, 0.5000, 99.9726
1.020, 0.5000, -99.9561
1.030, 0.5000, 99.9672
1.040, 0.5000, -99.9629
1.050, 0.5000, 99.9646
1.060, 0.5000, -99.9656
1.070, 0.5000, 99.9622
1.080, 0.5000, -99.9666
1.090, 0.5000, 99.9606
1.100, 0.5000, -99.9676
1.110, 0.5000, 99.9594
1.120, 0.5000, -99.9681
1.130, 0.5000, 99.9585
1.140, 0.5000, -99.9692
1.150, 0.5000, 99.9579
1.160, 0.5000, -99.9700
1.170, 0.5000, 99.9573
1.180, 0.5000, -99.9707
1.190, 0.5000, 99.9569
1.200, 0.5000, -99.9708
1.210, 0.5000, 99.9564
1.220, 0.5000, -99.9710
1.230, 0.5000, 99.9559
1.240, 0.5000, -99.9719
1.250, 0.5000, 99.9555
1.260, 0.5000, -99.9720
1.270, 0.5000, 99.9550
1.280, 0.5000, -99.9718
1.290, 0.5000, 99.9546
1.300, 0.5000, -99.9720
1.310, 0.5000, 99.9542
1.320, 0.5000, -99.9719
1.330, 0.5000, 99.9537
1.340, 0.5000, -99.9721
1.350, 0.5000, 99.9533
1.360, 0.5000, -99.9721
1.370, 0.5000, 99.9530
1.380, 0.5000, -99.9718
1.390, 0.5000, 99.9526
1.400, 0.5000, -99.9720
1.410, 0.5000, 99.9524
1.420, 0.5000, -99.9720
1.430, 0.5000, 99.9522
1.440, 0.5000, -99.9722
1.450, 0.5000, 99.9520
1.460, 0.5000, -99.9720
1.470, 0.5000, 99.9518
1.480, 0.5000, -99.9720
1.490, 0.5000, 99.9516
1.500, 0.5000, -99.9719
1.510, 0.5000, 99.9515
1.520, 0.5000, -99.9722
1.530, 0.5000, 99.9514
1.540, 0.5000, -99.9718
1.550, 0.5000, 99.9512
1.560, 0.5000, -99.9714
1.570, 0.5000, 99.9510
1.580, 0.5000, -99.9713
1.590, 0.5000, 99.9508
1.600, 0.5000, -99.9713
1.610, 0.5000, 99.9505
1.620, 0.5000, -99.9713
1.630, 0.5000, 99.9503
1.640, 0.5000, -99.9711
1.650, 0.5000, 99.9501
1.660, 0.5000, -99.9709
1.670, 0.5000, 99.9498
1.680, 0.5000, -99.9705
1.690, 0.5000, 99.9495
1.700, 0.5000, -99.9702
1.710, 0.5000, 99.9493
1.720, 0.5000, -99.9702
1.730, 0.5000, 99.9490
1.740, 0.5000, -99.9698
1.750, 0.5000, 99.9487
1.760, 0.5000, -99.9696
1.770, 0.5000, 99.9484
1.780, 0.5000, -99.9695
1.790, 0.5000, 99.9482
1.800, 0.5000, -99.9696
1.810, 0.5000, 99.9480
1.820, 0.5000, -99.9695
1.830, 0.5000, 99.9479
1.840, 0.5000, -99.9693
1.850, 0.5000, 99.9478
1.860, 0.5000, -99.9692
1.870, 0.5000, 99.9477
1.880, 0.5000, -99.9692
1.890, 0.5000, 99.9475
1.900, 0.5000, -99.9693
1.910, 0.5000, 99.9475
1.920, 0.5000, -99.9694
1.930, 0.5000, 99.9474
1.940, 0.5000, -99.9692
1.950, 0.5000, 99.9472
1.960, 0.5000, -99.9692
1.970, 0.5000, 99.9470
1.980, 0.5000, -99.9689
1.990, 0.5000, 99.9469
2.000, 0.5000, -99.9694
2.010, 0.5000, 99.9468
2.020, 0.5000, -99.9693
2.030, 0.5000, 99.9468
2.040, 0.5000, -99.9693
2.050, 0.5000, 99.9467
2.060, 0.5000, -99.9688
2.070, 0.5000, 99.9466
2.080, 0.5000, -99.9688
2.090, 0.5000, 99.9469
2.100, 0.5000, -99.9685
2.110, 0.5000, 99.9464
2.120, 0.5000, -99.9683
2.130, 0.5000, 99.9462
2.140, 0.5000, -99.9683
2.150, 0.5000, 99.9460
2.160, 0.5000, -99.9681
2.170, 0.5000, 99.9463
2.180, 0.5000, -99.9677
2.190, 0.5000, 99.9469
2.200, 0.5000, -99.9674
2.210, 0.5000, 99.9478
2.220, 0.5000, -99.9683
2.230, 0.5000, 99.9491
2.240, 0.5000, -99.9705
2.250, 0.5000, 99.9487
2.260, 0.5000, -99.9725
2.270, 0.5000, 99.9471
2.280, 0.5000, -99.9742
2.290, 0.5000, 99.9462
2.300, 0.5000, -99.9745
2.310, 0.5000, 99.9465
2.320, 0.5000, -99.9706
2.330, 0.5000, 99.9470
2.340, 0.5000, -99.9694
2.350, 0.5000, 99.9466
2.360, 0.5000, -99.9700
2.370, 0.5000, 99.9468
2.380, 0.5000, -99.9700
2.390, 0.5000, 99.9471
2.400, 0.5000, -99.9701
2.410, 0.5000, 99.9477
2.420, 0.5000, -99.9703
2.430, 0.5000, 99.9483
2.440, 0.5000, -99.9697
2.450, 0.5000, 99.9487
2.460, 0.5000, -99.9692
2.470, 0.5000, 99.9487
2.480, 0.5000, -99.9685
2.490, 0.5000, 99.9486
2.500, 0.5000, -99.9683
2.510, 0.5000, 99.9483
2.520, 0.5000, -99.9683
2.530, 0.5000, 99.9479
2.540, 0.5000, -99.9692
2.550, 0.5000, 99.9477
2.560, 0.5000, -99.9692
2.570, 0.5000, 99.9475
2.580, 0.5000, -99.9696
2.590, 0.5000, 99.9476
2.600, 0.5000, -99.9698
2.610, 0.5000, 99.9478
2.620, 0.5000, -99.9696
2.630, 0.5000, 99.9483
2.640, 0.5000, -99.9699
2.650, 0.5000, 99.9488
